1;12;0.2922;0.3674
2;8;0.3867;0.4300
3;8;0.4268;0.4578
4;8;0.4532;0.4840
5;8;0.4821;0.5228
6;8;0.5009;0.5106
7;8;0.5247;0.5512
8;8;0.5364;0.5728
9;8;0.5535;0.5744
10;8;0.5664;0.6012
11;8;0.5801;0.6160
12;8;0.5907;0.6170
13;8;0.5983;0.6332
14;8;0.6129;0.6262
15;8;0.6187;0.6294
16;8;0.6298;0.6732
17;8;0.6387;0.6696
18;8;0.6438;0.6776
19;8;0.6616;0.6874
20;8;0.6645;0.6882
21;8;0.6741;0.6966
22;8;0.6801;0.7128
23;8;0.6889;0.7116
24;8;0.7006;0.7348
25;8;0.7108;0.7246
26;8;0.7137;0.7448
27;8;0.7253;0.7396
28;8;0.7335;0.7652
29;8;0.7404;0.7778
30;8;0.7509;0.7858
31;8;0.7600;0.8190
32;8;0.7735;0.7936
33;8;0.7785;0.8158
34;8;0.7853;0.7888
35;8;0.7916;0.8344
36;8;0.7996;0.8360
37;8;0.8074;0.8482
38;8;0.8196;0.8716
39;8;0.8247;0.8774
40;8;0.8356;0.8612
41;8;0.8415;0.8688
42;8;0.8470;0.8830
43;8;0.8555;0.8706
44;8;0.8623;0.8994
45;8;0.8690;0.8868
46;8;0.8724;0.9030
47;8;0.8827;0.9030
48;8;0.8859;0.9258
49;8;0.8927;0.9118
50;8;0.8986;0.9244
51;8;0.9050;0.9198
52;8;0.9068;0.8920
53;8;0.9084;0.9136
54;8;0.9195;0.9338
55;8;0.9206;0.9034
56;8;0.9174;0.9250
57;8;0.9258;0.9208
58;8;0.9360;0.9360
59;8;0.9308;0.9450
60;8;0.9256;0.9490
61;8;0.9431;0.9644
62;8;0.9376;0.9502
63;8;0.9397;0.9516
64;8;0.9460;0.9232
65;8;0.9347;0.9488
66;8;0.9462;0.9518
67;8;0.9546;0.9590
68;8;0.9483;0.9364
69;8;0.9367;0.9410
70;8;0.9579;0.9570
71;8;0.9562;0.9320
