1;8;0.9994;07
2;7;07;1.1921e
3;7;07;1.1921e
4;7;07;1.1921e
5;7;07;1.1921e
6;7;07;1.1921e
7;7;07;1.1921e
8;7;07;1.1921e
9;7;07;1.1921e
10;7;07;1.1921e
11;7;07;1.1921e
